article_global_id,article_id,db_id,resource_name,published_access,available,unavailable_message,notes,article_year,citations
10.1093/nar/gkt1183,2693,MBDC1704,JGI MycoCosm,http://jgi.doe.gov/fungi,yes,not_applicable,not_applicable,2014,108
10.1093/nar/gkt1052,2626,MBDC1722,DbPSHP: Database of Recent Positive Selection across Human Populations,http://jjwanglab.org/dbpshp,yes,not_applicable,not_applicable,2014,14
10.1093/nar/gkr1182,2318,MBDC1542,GWASdb,http://jjwanglab.org/gwasdb,yes,not_applicable,not_applicable,2012,77
10.1093/nar/gkv1317,3095,MBDC1542,GWASdb,http://jjwanglab.org/gwasdb,yes,not_applicable,not_applicable,2016,3
10.1093/nar/gkn617,1810,MBDC1195,NRED: Noncoding RNA Expression Database,http://jsm-research.imb.uq.edu.au/NRED,no,not found,not_applicable,2009,128
10.1093/nar/gkv1142,2953,MBDC1835,JuncDB,http://juncdb.carmelab.huji.ac.il,yes,not_applicable,not_applicable,2016,1
10.1093/nar/gkn790,1855,MBDC1260,PSI KB: Protein Structure Initiative Knowledgebase,http://kb.psi-structuralgenomics.org,yes,not_applicable,not_applicable,2009,58
10.1093/nar/gkt1199,2758,MBDC1710,KBDOCK,http://kbdock.loria.fr/,yes,not_applicable,not_applicable,2014,8
10.1093/nar/gkn696,1862,MBDC1226,KineticDB,http://kineticdb.protres.ru/db/index.pl,yes,not_applicable,not_applicable,2009,47
10.1093/nar/gkv1082,2947,MBDC1849,KLIFS,http://klifs.vucompmedchem.nl,no,can't be reached,not_applicable,2016,3
10.1093/nar/gku1059,2855,MBDC1774,KnotProt,http://knotprot.cent.uw.edu.pl/,yes,not_applicable,not_applicable,2015,24
10.1093/nar/gkh015,916,MBDC0519,KNOTTIN,http://knottin.cbs.cnrs.fr,yes,not_applicable,not_applicable,2004,66
10.1093/nar/gkm939,1577,MBDC0519,KNOTTIN,http://knottin.cbs.cnrs.fr,yes,not_applicable,not_applicable,2008,78
10.1093/nar/gkq1256,2124,MBDC1455,MESAdb: MicroRNA Expression and Sequence Analysis database,http://konulab.fen.bilkent.edu.tr/mirna/,yes,not_applicable,not_applicable,2011,15
10.1093/nar/gkq989,2050,MBDC1418,KaPPA-View4,http://kpv.kazusa.or.jp/kpv4/,yes,not_applicable,"Service Status; June 19, 2013 KaPPA-View service is resumed on a temporal web site.",2011,30
10.1093/nar/gks1264,2574,MBDC1597,BSRD: Bacterial Small Regulatory RNA Database,http://kwanlab.bio.cuhk.edu.hk/BSRD,no,can't be reached,not_applicable,2013,25
10.1093/nar/gki044,1180,MBDC0697,L1Base,http://l1base.molgen.mpg.de,yes,not_applicable,not_applicable,2005,56
10.1093/nar/gku1070,2868,MBDC1819,Plastid-LCGbase: Lineage-based Conserved Gene-pair Database,http://lcgbase.big.ac.cn/plastid-LCGbase/,yes,not_applicable,not_applicable,2015,2
10.1093/nar/gkj071,1258,MBDC0834,LEGER,http://leger2.gbf.de/cgi-bin/expLeger.pl,no,can't be reached,not_applicable,2006,13
10.1093/nar/gkv1159,2988,MBDC0080,LIS: Legume Information System,http://legumeinfo.org,yes,not_applicable,not_applicable,2016,0
10.1093/nar/gki137,1171,NAR9016,ARGH,http://lethargy.swmed.edu/ARGH/argh.asp,no,can't be reached,not_applicable,2005,9
10.1093/nar/gkr936,2223,MBDC1374,dbDEPC: Database of Differentially Expressed Proteins in human Cancers,http://lifecenter.sgst.cn/dbdepc/index.do,yes,not_applicable,not_applicable,2012,8
10.1093/nar/gkq1165,2184,MBDC1413,HIT: Herb Ingredients Targets,http://lifecenter.sgst.cn/hit/,yes,not_applicable,not_applicable,2011,55
10.1093/nar/gkn613,1809,MBDC1194,BodyParts3D,http://lifesciencedb.jp/ag/bp3d/,no,not found,not_applicable,2009,25
10.1093/nar/gku1131,2897,MBDC1776,RaftProt,http://lipid-raft-database.di.uq.edu.au/,yes,not_applicable,not_applicable,2015,10
10.1093/nar/gkv1188,3075,MBDC1840,DASHR: Database of Small human noncoding RNAs,http://lisanwanglab.org/DASHR,yes,not_applicable,not_applicable,2016,0
10.1093/nar/gku1167,2785,MBDC1768,LncRNAWiki,http://lncrna.big.ac.cn,yes,not_applicable,not_applicable,2015,9
10.1093/nar/gku988,2883,MBDC1420,LncRNAdb,http://lncrnadb.org,yes,not_applicable,not_applicable,2015,73
10.1093/nar/gkj069,1221,MBDC0836,LOCATE,http://locate.imb.uq.edu.au,yes,not_applicable,not_applicable,2006,71
10.1093/nar/gkm950,1545,MBDC0836,LOCATE,http://locate.imb.uq.edu.au/,yes,not_applicable,not_applicable,2008,78
10.1093/nar/gkt1166,2630,MBDC1725,Lynx,http://lynx.ci.uchicago.edu,yes,not_applicable,not_applicable,2014,10
10.1093/nar/gkv1257,3039,MBDC1725,Lynx,http://lynx.ci.uchicago.edu,yes,not_applicable,not_applicable,2016,0
10.1093/nar/gkm815,1663,MBDC1092,M3D: Many Microbe Microarrays Database,http://m3d.bu.edu/,yes,not_applicable,not_applicable,2008,131
10.1093/nar/gkn694,1841,MBDC1224,MachiBase,http://machibase.gi.k.u-tokyo.ac.jp,yes,not_applicable,not_applicable,2009,17
10.1093/nar/gkj072,1228,MBDC0874,TIGR Maize Database,http://maize.tigr.org,yes,not_applicable,not_applicable,2006,23
10.1093/nar/gkv1279,2992,NAR9308,UET: Universal Evolutionary Trace,http://mammoth.bcm.tmc.edu/uet/,yes,not_applicable,not_applicable,2016,1
10.1093/nar/gkl833,1379,MBDC0952,MamPol,http://mampol.uab.es/,yes,not_applicable,not_applicable,2007,3
10.1093/nar/gkt807,2749,MBDC1712,Manteia,http://manteia.igbmc.fr,yes,not_applicable,not_applicable,2014,11
10.1093/nar/gki074,1149,NAR9227,PlantMarkers,http://markers.btk.fi,no,can't be reached,not_applicable,2005,35
10.1093/nar/gkm862,1683,NAR9160,Matador,http://matador.embl.de,yes,not_applicable,not_applicable,2008,91
10.1093/nar/gkq830,2194,MBDC1319,MatrixDB,http://matrixdb.ibcp.fr,yes,not_applicable,not_applicable,2011,64
10.1093/nar/gku1091,2863,MBDC1319,MatrixDB,http://matrixdb.ibcp.fr,yes,not_applicable,not_applicable,2015,9
10.1093/nar/24.1.73,115,NAR9277,Small RNA database (Reddy),http://mbcr.bcm.tmc.edu/smallRNA/smallrna.html,no,can't be reached,not_applicable,1996,6
10.1093/nar/25.1.98,242,NAR9277,Small RNA database (Reddy),http://mbcr.bcm.tmc.edu/smallRNA/smallrna.html,no,can't be reached,not_applicable,1997,5
10.1093/nar/26.1.160,287,NAR9277,Small RNA database (Reddy),http://mbcr.bcm.tmc.edu/smallRNA/smallrna.html,no,can't be reached,not_applicable,1998,17
10.1093/nar/gkg109,820,MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,yes,not_applicable,not_applicable,2003,78
10.1093/nar/gkl978,1503,MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,yes,not_applicable,not_applicable,2007,56
10.1093/nar/gkp948,1932,MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,yes,not_applicable,not_applicable,2010,47
10.1093/nar/gks1006,2521,MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,yes,not_applicable,not_applicable,2013,22
10.1093/nar/gku1152,2906,MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,yes,not_applicable,not_applicable,2015,12
10.1093/nar/24.1.40,140,MBDC0165,GenProtEC: Genes and proteins of Escherichia coli K-12,http://mbl.edu/html/ecoli.html,no,not found,Access - Transfer/Redirect; Genes and proteins of Escherichia coli; not the same as ECD,1996,9
10.1093/nar/25.1.51,214,MBDC0165,GenProtEC: Genes and proteins of Escherichia coli K-12,http://mbl.edu/html/ecoli.html,no,not found,not_applicable,1997,23
10.1093/nar/gki080,1088,MBDC0613,EzCatDB: Enzyme Catalytic-mechanism Database,http://mbs.cbrc.jp/EzCatDB/,no,can't be reached,not_applicable,2005,52
10.1093/nar/28.1.185,499,MBDC0032,EID: Exon-Intron Database,http://mcb.harvard.edu/gilbert/EID,no,forbidden,Disambiguation; different from ChEBI; Different from ExInt,2000,110
10.1093/nar/gks1186,2559,MBDC1648,SpermatogenesisOnline,http://mcg.ustc.edu.cn/sdap1/spermgenes/,no,not found,not_applicable,2013,6
10.1093/nar/gkt1247,2637,MBDC1396,ASD: AlloSteric Database,http://mdl.shsmu.edu.cn/ASD,yes,not_applicable,not_applicable,2014,36
10.1093/nar/gkv902,3099,MBDC1396,ASD: AlloSteric Database,http://mdl.shsmu.edu.cn/ASD,yes,not_applicable,not_applicable,2016,7
10.1093/nar/gkq1022,2155,MBDC1396,ASD: AlloSteric Database,http://mdl.shsmu.edu.cn/ASD/,yes,not_applicable,not_applicable,2011,62
10.1093/nar/gkm799,1690,MBDC1123,ProTISA: Prokaryotic Translation Initiation Site,http://mech.ctb.pku.edu.cn/protisa,no,can't be reached,not_applicable,2008,19
10.1093/nar/gkg017,850,MBDC0339,MEPD: Medaka Expression Pattern Database,http://medaka.dsp.jst.go.jp/MEPD,no,can't be reached,not_applicable,2003,18
10.1093/nar/gkm765,1580,MBDC1146,UTGB/medaka: University of Tokyo Genome Browser Medaka,http://medaka.utgenome.org/,no,blank page,not_applicable,2008,23
10.1093/nar/gkj155,1312,MBDC0356,RTPrimerDB,http://medgen.ugent.be/rtprimerdb,no,forbidden,not_applicable,2006,85
10.1093/nar/27.1.196,418,MBDC0245,RNAMDB: RNA Modification Database,http://medlib.med.utah.edu/RNAmods/,no,can't be reached,not_applicable,1999,307
10.1093/nar/gki015,1182,MBDC0754,Small Subunit rRNA Modification Database,http://medlib.med.utah.edu/SSUmods,no,can't be reached,DB Content; likely a subset of 418,2005,46
10.1093/nar/gki137,1171,NAR9004,AcroMed,http://medstract.med.tufts.edu/acro1.1/index.htm,no,can't be reached,not_applicable,2005,9
10.1093/nar/29.1.128,622,MBDC0074,GOBASE,http://megasun.bch.umontreal.ca/gobase,yes,not_applicable,not_applicable,2001,20
10.1093/nar/26.1.138,296,MBDC0074,GOBASE,http://megasun.bch.umontreal.ca/gobase/gobase.html,yes,not_applicable,not_applicable,1998,37
10.1093/nar/gkg090,874,MBDC0074,GOBASE,http://megasun.bch.umontreal.ca/gobase/gobase.html,yes,not_applicable,not_applicable,2003,20
10.1093/nar/gkg041,878,MBDC0563,PlantProm,http://mendel.cs.rhul.ac.uk/ ,no,can't be reached,not_applicable,2003,122
10.1093/nar/gkm764,1552,NAR9132,Human PAML Browser: Phylogenetic Analysis by Maximum Likelihood,http://mendel.gene.cwru.edu/adamslab/pbrowser.py,no,not found,not_applicable,2008,17
10.1093/nar/gkv1029,3081,MBDC0339,MEPD: Medaka Expression Pattern Database,http://mepd.cos.uni-heidelberg.de/,yes,not_applicable,not_applicable,2016,1
10.1093/nar/gkv1337,3102,NAR9163,MERAV: Metabolic gEne RApid Visualizer,http://merav.wi.mit.edu,yes,not_applicable,not_applicable,2016,0
10.1093/nar/gkj058,1295,NAR9164,MeRNA: Metals in RNA,http://merna.lbl.gov,no,can't be reached,not_applicable,2006,37
10.1093/nar/gkh071,999,MBDC0177,MEROPS,http://merops.sanger.ac.uk,yes,not_applicable,not_applicable,2004,326
10.1093/nar/gkj089,1308,MBDC0177,MEROPS,http://merops.sanger.ac.uk,yes,not_applicable,not_applicable,2006,394
10.1093/nar/gkm954,1661,MBDC0177,MEROPS,http://merops.sanger.ac.uk,yes,not_applicable,not_applicable,2008,416
10.1093/nar/gkp971,1908,MBDC0177,MEROPS,http://merops.sanger.ac.uk,yes,not_applicable,not_applicable,2010,493
10.1093/nar/gkr987,2304,MBDC0177,MEROPS,http://merops.sanger.ac.uk,yes,not_applicable,not_applicable,2012,479
10.1093/nar/gkt953,2629,MBDC0177,MEROPS,http://merops.sanger.ac.uk,yes,not_applicable,not_applicable,2014,266
10.1093/nar/gkv1118,3034,MBDC0177,MEROPS,http://merops.sanger.ac.UK,yes,not_applicable,not_applicable,2016,17
10.1093/nar/gks1202,2495,MBDC1620,MetaMicrobesOnline,http://meta.MicrobesOnline.org,yes,not_applicable,not_applicable,2013,5
10.1093/nar/gkm835,1588,MBDC1095,MetaCrop,http://metacrop.ipk-gatersleben.de,yes,not_applicable,not_applicable,2008,30
10.1093/nar/gkr1004,2236,MBDC1095,MetaCrop,http://metacrop.ipk-gatersleben.de,yes,not_applicable,not_applicable,2012,20
10.1093/nar/gkh100,995,MBDC0114,MetaCyc,http://MetaCyc.org,yes,not_applicable,not_applicable,2004,192
10.1093/nar/gkj128,1332,MBDC0114,MetaCyc,http://MetaCyc.org/,yes,not_applicable,not_applicable,2006,217
10.1093/nar/gkr1099,2403,MBDC1560,MetaBase,http://MetaDatabase.Org,no,service unavailable,not_applicable,2012,14
10.1093/nar/29.1.49,645,NAR9166,MetaFam,http://metafam.ahc.umn.edu/,no,can't be reached,not_applicable,2001,7
10.1093/nar/gkv1322,3068,MBDC1860,MG-RAST,http://metagenomics.anl.gov,yes,not_applicable,Interface; nice interface,2016,4
10.1093/nar/30.1.379,765,NAR9162,MDB: Metalloprotein Database,http://metallo.scripps.edu,no,can't be reached,not_applicable,2002,146
10.1093/nar/gks1063,2486,MBDC1575,MetalPDB,http://metalweb.cerm.unifi.it,yes,not_applicable,not_applicable,2013,24
10.1093/nar/gkt1078,2704,MBDC1698,MetaRef,http://metaref.org,yes,not_applicable,not_applicable,2014,14
10.1093/nar/gkp1001,1953,MBDC1361,MetaBioME,http://metasystems.riken.jp/metabiome/,yes,not_applicable,not_applicable,2010,23
10.1093/nar/gku1151,2908,MBDC1806,MethHC: METHylation and gene expression in Human Cancer,http://MethHC.mbc.nctu.edu.tw,yes,not_applicable,not_applicable,2015,26
10.1093/nar/gkm730,1668,MBDC1096,MethyCancer,http://methycancer.genomics.org.cn,no,can't be reached,not_applicable,2008,61
10.1093/nar/gks886,2515,MBDC1647,METscout,http://metscout.mpg.de,yes,not_applicable,not_applicable,2013,4
10.1093/nar/gkv1186,3014,MBDC1844,InterRNA: INTERactions in RNA structures database,http://mfrlab.org/interrna/,yes,not_applicable,not_applicable,2016,0
10.1093/nar/gkh003,998,MBDC0558,PEPR: Public Expression Profiling Resource,http://microarray.cnmcresearch.org/pgadatatable.asp,yes,not_applicable,not_applicable,2004,37
10.1093/nar/gkp784,1898,MBDC1022,MiCroKit,http://microkit.biocuckoo.org,yes,not_applicable,not_applicable,2010,18
10.1093/nar/gku1125,2807,MBDC1022,MiCroKit,http://microkit.biocuckoo.org,yes,not_applicable,not_applicable,2015,4
10.1093/nar/gkn809,1804,MBDC1264,DIANA-TarBase,http://microrna.gr/tarbase,yes,not_applicable,not_applicable,2009,270
10.1093/nar/gkn702,1766,MBDC1230,UCbase & miRfunc,http://microrna.osu.edu/.UCbase4,no,can't be reached,Naming; does contain the &,2009,26
10.1093/nar/gkj112,1217,MBDC0529,miRBase,http://microrna.sanger.ac.uk/,yes,not_applicable,not_applicable,2006,2280
10.1093/nar/gkm952,1565,MBDC0529,miRBase,http://microrna.sanger.ac.uk/,yes,not_applicable,not_applicable,2008,2549
10.1093/nar/gkq1006,2128,MBDC1422,MicrosporidiaDB,http://MicrosporidiaDB.Org,yes,not_applicable,not_applicable,2011,15
10.1093/nar/gkm949,1573,NAR9174,microTranspoGene,http://microtranspogene.tau.ac.il,no,service unavailable,not_applicable,2008,20
10.1093/nar/gkg055,894,NAR9184,MPIMP: Mitochondrial Protein Import Machinery of Plants,http://millar3.biochem.uwa.edu.au/~lister/index.html,no,not found,not_applicable,2003,28
10.1093/nar/gkl859,1500,MBDC1237,MiMI: Michigan Molecular Interactions,http://mimi.ncibi.org,no,service unavailable,not_applicable,2007,86
10.1093/nar/gkn722,1773,MBDC1237,MiMI: Michigan Molecular Interactions,http://mimi.ncibi.org,no,service unavailable,not_applicable,2009,71
10.1093/nar/gkl961,1445,MBDC1033,DOMINO,http://mint.bio.uniroma2.it/domino/,no,forbidden,not_applicable,2007,59
10.1093/nar/gkp983,1966,MBDC1032,MINT: The Molecular INTeraction database,http://mint.bio.uniroma2.it/mint,yes,not_applicable,not_applicable,2010,329
10.1093/nar/gkr930,2351,MBDC1032,MINT: The Molecular INTeraction database,http://mint.bio.uniroma2.it/mint,yes,not_applicable,not_applicable,2012,295
10.1093/nar/gkl950,1484,MBDC1032,MINT: The Molecular INTeraction database,http://mint.bio.uniroma2.it/mint/,yes,not_applicable,not_applicable,2007,499
10.1093/nar/gkn739,1735,NAR9318,VirusMINT,http://mint.bio.uniroma2.it/virusmint/,no,not found,not_applicable,2009,107
10.1093/nar/30.1.31,741,NAR9177,MIPS: Martinsried Institute for Protein Sequences,http://mips.gsf.de,no,related generic reseach institution site redirect,not_applicable,2002,674
10.1093/nar/gkh068,914,NAR9177,MIPS: Martinsried Institute for Protein Sequences,http://mips.gsf.de,no,related generic reseach institution site redirect,not_applicable,2004,378
10.1093/nar/gkj148,1309,NAR9177,MIPS: Martinsried Institute for Protein Sequences,http://mips.gsf.de,no,related generic reseach institution site redirect,not_applicable,2006,210
10.1093/nar/gkm980,1703,NAR9177,MIPS: Martinsried Institute for Protein Sequences,http://mips.gsf.de,no,related generic reseach institution site redirect,not_applicable,2008,116
10.1093/nar/gkm936,1610,MBDC1060,CORUM,http://mips.gsf.de/genre/proj/corum/index.html,yes,not_applicable,not_applicable,2008,157
10.1093/nar/gkm996,1594,MBDC1066,DIMA: Domain Interaction MAp,http://mips.gsf.de/genre/proj/dima,no,not found,not_applicable,2008,15
10.1093/nar/gkq1016,2095,MBDC0815,MIPS FGDB: Fusarium graminearum Genome Database,http://mips.gsf.de/genre/proj/FGDB/,no,not found,not_applicable,2011,53
10.1093/nar/gkj026,1317,MBDC0815,MIPS FGDB: Fusarium graminearum Genome Database,http://mips.gsf.de/genre/proj/fusarium/,no,not found,not_applicable,2006,63
10.1093/nar/gkj074,1251,MBDC0839,MfunGD: Mouse Functional Genome Database,http://mips.gsf.de/genre/proj/mfungd/,no,not found,not_applicable,2006,14
10.1093/nar/gkj003,1260,NAR9176,MIPS MPact,http://mips.gsf.de/genre/proj/mpact,no,not found,not_applicable,2006,220
10.1093/nar/gki053,1123,MBDC0441,CYGD: Comprehensive Yeast Genome Database,http://mips.gsf.de/genre/proj/yeast/,no,not found,not_applicable,2005,217
10.1093/nar/gkg073,849,MBDC0536,MOsDB: MIPS Oryza sativa DataBase,http://mips.gsf.de/proj/rice,no,not found,not_applicable,2003,16
10.1093/nar/gkg075,832,NAR9282,Sputnik,http://mips.gsf.de/proj/sputnik/,no,not found,not_applicable,2003,38
10.1093/nar/30.1.91,758,MBDC0527,MAtDB: MIPS Arabidopsis thaliana Database,http://mips.gsf.de/proj/thal/db,no,not found,not_applicable,2002,148
10.1093/nar/gkh068,954,MBDC0527,MAtDB: MIPS Arabidopsis thaliana Database,http://mips.gsf.de/proj/thal/db,no,not found,not_applicable,2004,78
10.1093/nar/gkl945,1461,MBDC1029,PGSB: Plant Genome and Systems Biology PlantsDB,http://mips.gsf.de/projects/plants,no,not found,not_applicable,2007,33
10.1093/nar/gkj106,1275,MBDC0867,SIMAP: SImilarity MAtrix of Proteins,http://mips.gsf.de/simap,yes,not_applicable,not_applicable,2006,33
10.1093/nar/gkm963,1607,MBDC0867,SIMAP: SImilarity MAtrix of Proteins,http://mips.gsf.de/simap/,yes,not_applicable,not_applicable,2008,26
10.1093/nar/gkp949,1907,MBDC0867,SIMAP: SImilarity MAtrix of Proteins,http://mips.gsf.de/simap/,yes,not_applicable,not_applicable,2010,29
10.1093/nar/gkt970,2714,MBDC0867,SIMAP: SImilarity MAtrix of Proteins,http://mips.gsf.de/simap/,yes,not_applicable,not_applicable,2014,5
10.1093/nar/gkq1157,2061,NAR9177,MIPS: Martinsried Institute for Protein Sequences,http://mips.helmholtz-muenchen.de,no,related generic reseach institution site redirect,not_applicable,2011,37
10.1093/nar/gkp914,1958,MBDC1060,CORUM,http://mips.helmholtz-muenchen.de/genre/proj/corum/index.html,yes,not_applicable,not_applicable,2010,235
10.1093/nar/gkt925,2584,MBDC1700,HoPaCI-DB: Host-Pseudomonas and Coxiella Interaction database,http://mips.helmholtz-muenchen.de/HoPaCI/,yes,not_applicable,not_applicable,2014,8
10.1093/nar/gku948,2869,MBDC1811,Organ System Heterogeneity DB,http://mips.helmholtz-muenchen.de/Organ_System_Heterogeneity/,yes,not_applicable,not_applicable,2015,0
10.1093/nar/gks1153,2471,MBDC1029,PGSB: Plant Genome and Systems Biology PlantsDB,http://mips.helmholtz-muenchen.de/plant/genomes.jsp,yes,not_applicable,not_applicable,2013,43
10.1093/nar/gkp1026,1967,MBDC1364,Negatome,http://mips.helmholtz-muenchen.de/proj/ppi/negatome,yes,not_applicable,not_applicable,2010,60
10.1093/nar/gkt1079,2613,MBDC1364,Negatome,http://mips.helmholtz-muenchen.de/proj/ppi/negatome,yes,not_applicable,not_applicable,2014,20
10.1093/nar/gku1104,2874,MBDC1760,miRDB,http://mirdb.org,yes,not_applicable,not_applicable,2015,83
10.1093/nar/gkn851,1722,MBDC1278,miRecords,http://miRecords.umn.edu/miRecords,no,can't be reached,not_applicable,2009,616
10.1093/nar/gkq1094,2169,MBDC1098,miRGator,http://miRGator.kobic.re.kr,yes,not_applicable,not_applicable,2011,39
10.1093/nar/gks1168,2491,MBDC1098,miRGator,http://mirgator.kobic.re.kr,yes,not_applicable,not_applicable,2013,37
10.1093/nar/gkv1036,2961,MBDC1843,RMBase: RNA Modification Base,http://mirlab.sysu.edu.cn/rmbase/,yes,not_applicable,not_applicable,2016,2
10.1093/nar/gkj135,1281,MBDC0895,miRNAMap,http://mirnamap.mbc.nctu.edu.tw/,yes,not_applicable,Interface; rainbow tabs!,2006,124
10.1093/nar/gkm1012,1655,MBDC0895,miRNAMap,http://miRNAMap.mbc.nctu.edu.tw/,yes,not_applicable,not_applicable,2008,138
10.1093/nar/gkr1159,2308,MBDC1465,miRNEST,http://mirnest.amu.edu.pl,yes,not_applicable,not_applicable,2012,23
10.1093/nar/gkt1156,2610,MBDC1465,miRNEST,http://mirnest.amu.edu.pl,yes,not_applicable,not_applicable,2014,5
10.1093/nar/gkq1107,2087,MBDC1423,miRTarBase,http://miRTarBase.mbc.nctu.edu.tw/,yes,not_applicable,not_applicable,2011,420
10.1093/nar/gkt1266,2731,MBDC1423,miRTarBase,http://mirtarbase.mbc.nctu.edu.tw/,yes,not_applicable,not_applicable,2014,259
10.1093/nar/gkv1258,3109,MBDC1423,miRTarBase,http://miRTarBase.mbc.nctu.edu.tw/,yes,not_applicable,not_applicable,2016,22
10.1093/nar/gkp940,1940,MBDC0959,MiST,http://mistdb.com,yes,not_applicable,not_applicable,2010,118
10.1093/nar/gkt982,2616,MBDC1740,MitoBreak,http://mitobreak.portugene.com,yes,not_applicable,not_applicable,2014,8
10.1093/nar/gkr1101,2254,MBDC1550,MitoMiner,http://mitominer.mrc-mbu.cam.ac.uk/,yes,not_applicable,not_applicable,2012,53
10.1093/nar/gkv1001,3090,MBDC1550,MitoMiner,http://mitominer.mrc-mbu.cam.ac.uk/,yes,not_applicable,not_applicable,2016,2
10.1093/nar/gkm877,1615,MBDC1135,SuperCAT,http://mlstoslo.uio.no/,yes,not_applicable,not_applicable,2008,21
10.1093/nar/gkv1301,3101,MBDC1845,BIGNASim,http://mmb.irbbarcelona.org/BIGNASim/SuppMaterial/,yes,not_applicable,not_applicable,2016,1
10.1093/nar/gkr1170,2325,MBDC1519,MMMDB: Mouse Multiple tissue Metabolome Database,http://mmmdb.iab.keio.ac.jp,yes,not_applicable,not_applicable,2012,15
10.1093/nar/gkn727,1848,MBDC1239,MMsINC,http://mms.dsfarm.unipd.it/MMsINC/search,yes,not_applicable,not_applicable,2009,42
10.1093/nar/gkr1189,2279,MBDC1283,MnM: Minimotif Miner,http://mnm.engr.uconn.edu,yes,not_applicable,not_applicable,2012,28
10.1093/nar/gku982,2884,MBDC1773,MobiDB,http://mobidb.bio.unipd.it/,yes,not_applicable,not_applicable,2015,39
10.1093/nar/gks1007,2536,MBDC0840,MODOMICS,http://modomics.genesilico.pl,yes,not_applicable,not_applicable,2013,272
10.1093/nar/gkj046,1325,MBDC0262,MolMovDB: Database of Macromolecular Motions,http://molmovdb.org,yes,not_applicable,not_applicable,2006,105
10.1093/nar/gkg104,807,MBDC0262,MolMovDB: Database of Macromolecular Motions,http://molmovdb.org/,no,can't be reached,not_applicable,2003,130
10.1093/nar/gks1057,2497,MBDC1572,MonarchBase,http://monarchbase.umassmed.edu,yes,not_applicable,not_applicable,2013,20
10.1093/nar/gku1175,2895,MBDC1547,MOPED: Multi-Omics Profiling Expression Database,http://moped.proteinspire.org,no,service unavailable,not_applicable,2015,8
10.1093/nar/gku1076,2847,MBDC1761,APASdb: Alternative PolyAdenylation Sites Database,http://mosas.sysu.edu.cn/utr,yes,not_applicable,not_applicable,2015,6
10.1093/nar/gkp734,1989,MBDC1377,HRTBLDb: Hormone Receptor Target Binding Loci Database,http://motif.bmi.ohio-state.edu/hrtbldb,no,can't be reached,not_applicable,2010,7
10.1093/nar/gki060,1178,MBDC0666,eBLOCKs,http://motif.stanford.edu/eblocks/,no,not found,not_applicable,2005,21
10.1093/nar/29.1.202,648,NAR9075,EMOTIF database,http://motif.stanford.edu/emotif/,no,not found,not_applicable,2001,95
10.1093/nar/gkh058,946,NAR9183,Mouse SAGE: Serial Analysis of Gene Expression,http://mouse.biomed.cas.cz/sage/,no,can't be reached,not_applicable,2004,16
10.1093/nar/gkg045,794,NAR9186,MTID: Mouse Transposon Insertion Database,http://mouse.ccgb.umn.edu/transposon/,no,can't be reached,not_applicable,2003,19
10.1093/nar/gkl809,1453,MBDC0941,TOPOFIT-DB,http://mozart.bio.neu.edu/topofit/index.php,no,can't be reached,not_applicable,2007,12
10.1093/nar/gkj077,1313,MBDC0843,Plant MPSS: Massively Parallel Signature Sequencing,http://mpss.udel.edu,yes,not_applicable,"Honest; Service Status; “The data in these databases are from an obsolete technology.” and Also “Please note, however, that the availability of this data and information does not constitute scientific publication; we request that you respect our right to publish on the complete data sets.”",2006,183
10.1093/nar/gkn763,1726,MBDC0048,TransTerm,http://mRNA.otago.ac.nz/Transterm.html,yes,not_applicable,not_applicable,2009,44
10.1093/nar/27.1.358,410,NAR9152,KMDB: Keio Mutation Database,http://mutview.dmb.med.keio.ac.jp,yes,not_applicable,not_applicable,1999,6
10.1093/nar/28.1.364,448,NAR9152,KMDB: Keio Mutation Database,http://mutview.dmb.med.keio.ac.jp,yes,not_applicable,not_applicable,2000,4
10.1093/nar/29.1.327,559,NAR9152,KMDB: Keio Mutation Database,http://mutview.dmb.med.keio.ac.jp,yes,not_applicable,not_applicable,2001,13
10.1093/nar/gkl791,1437,MBDC0996,MvirDB,http://mvirdb.llnl.gov/,yes,not_applicable,not_applicable,2007,74
10.1093/nar/gks1114,2475,NAR9187,MyGene.info,http://mygene.info,yes,not_applicable,not_applicable,2013,47
10.1093/nar/gku1105,2830,NAR9188,MyMpn,http://mympn.crg.eu,yes,not_applicable,not_applicable,2015,9
10.1093/nar/gkr807,2250,MBDC1466,NAPP: Nucleic Acid Phylogenetic Profiling,http://napp.u-psud.fr/ ,yes,not_applicable,not_applicable,2012,7
10.1093/nar/30.1.1,661,NAR9161,MBDC: Molecular Biology Database Collection,http://nar.oupjournals.org,no,related generic publisher site redirect,not_applicable,2002,36
10.1093/nar/gkg120,863,NAR9161,MBDC: Molecular Biology Database Collection,http://nar.oupjournals.org,no,related generic publisher site redirect,not_applicable,2003,87
10.1093/nar/gkh143,958,NAR9161,MBDC: Molecular Biology Database Collection,http://nar.oupjournals.org/,no,related generic publisher site redirect,not_applicable,2004,68
