db_id,resource_name,current_access,link_HTML,is_a_pun,available_2022,last_accessible_year,unavailable_message,year_first_publication,year_last_publication,total_citations_2022,nb_authors_max,nb_articles_2022
MBDC1132,Shanghai RAPESEED Database,http://rapeseed.plantsignal.cn/,"<a href=""http://rapeseed.plantsignal.cn/"">access link</a>",FALSE,No,2007,malware warning,2008,2008,21,5,1
MBDC0884,CG: Comparative Genometrics,http://www.unil.ch/comparativegenometrics,"<a href=""http://www.unil.ch/comparativegenometrics"">access link</a>",FALSE,No,2017,service unavailable,2002,2002,29,4,1
MBDC0375,NESbase: Nuclear Export Signal database,https://services.healthtech.dtu.dk/datasets/NESbase-1.0/,"<a href=""https://services.healthtech.dtu.dk/datasets/NESbase-1.0/"">access link</a>",FALSE,Yes,NA,NA,2003,2003,179,6,1
MBDC0209,O-GLYCBASE,https://services.healthtech.dtu.dk/datasets/OglycBase/,"<a href=""https://services.healthtech.dtu.dk/datasets/OglycBase/"">access link</a>",TRUE,Yes,NA,NA,1996,1999,293,5,4
MBDC0578,Arabidopsis SeedGenes project,http://www.seedgenes.org,"<a href=""http://www.seedgenes.org"">access link</a>",FALSE,Yes,NA,NA,2003,2003,108,8,1
MBDC0608,PANDIT,https://www.ebi.ac.uk/research/goldman/software/pandit/,"<a href=""https://www.ebi.ac.uk/research/goldman/software/pandit/"">access link</a>",FALSE,Yes,NA,NA,2006,2006,52,5,1
MBDC0612,Reactome,http://www.reactome.org,"<a href=""http://www.reactome.org"">access link</a>",FALSE,Yes,NA,NA,2005,2016,4329,23,5
MBDC0646,EMBL-EBI ChEBI: Chemical Entities of Biological Interest,http://www.ebi.ac.uk/chebi,"<a href=""http://www.ebi.ac.uk/chebi"">access link</a>",FALSE,Yes,NA,NA,2008,2016,1513,11,4
MBDC0690,InParanoid,http://inparanoid.sbc.su.se/,"<a href=""http://inparanoid.sbc.su.se/"">access link</a>",TRUE,Yes,NA,NA,2005,2015,1435,8,4
MBDC0733,PGD: Pseudomonas Genome Database,http://www.pseudomonas.com,"<a href=""http://www.pseudomonas.com"">access link</a>",FALSE,Yes,NA,NA,2005,2016,1147,9,4
MBDC0744,SilkSatDb,http://www.cdfd.org.in/silksatdb,"<a href=""http://www.cdfd.org.in/silksatdb"">access link</a>",FALSE,Yes,NA,NA,2005,2005,24,11,1
MBDC0810,DPVweb: Database of Plant Viruses,http://www.dpvweb.net/,"<a href=""http://www.dpvweb.net/"">access link</a>",FALSE,Yes,NA,NA,2006,2006,47,2,1
MBDC0811,DrugBank,http://www.drugbank.ca,"<a href=""http://www.drugbank.ca"">access link</a>",FALSE,Yes,NA,NA,2006,2014,6255,18,4
MBDC0813,Epitome,http://www.rostlab.org/services/epitome/,"<a href=""http://www.rostlab.org/services/epitome/"">access link</a>",FALSE,Yes,NA,NA,2006,2006,64,4,1
MBDC0817,FlyRNAi,http://www.flyrnai.org,"<a href=""http://www.flyrnai.org"">access link</a>",FALSE,Yes,NA,NA,2006,2012,106,10,2
MBDC0821,HOLLYWOOD,http://hollywood.mit.edu,"<a href=""http://hollywood.mit.edu"">access link</a>",TRUE,Yes,NA,NA,2006,2006,57,4,1
MBDC0827,IGTC: International Gene Trap Consortium Website,http://www.genetrap.org,"<a href=""http://www.genetrap.org"">access link</a>",FALSE,Yes,NA,NA,2006,2006,116,24,1
MBDC0831,IRESite: Internal Ribosome Entry Site,http://www.iresite.org,"<a href=""http://www.iresite.org"">access link</a>",FALSE,Yes,NA,NA,2006,2010,155,9,2
MBDC0873,TGD: Tetrahymena Genome Database,http://www.ciliate.org,"<a href=""http://www.ciliate.org"">access link</a>",FALSE,Yes,NA,NA,2006,2006,72,9,1
MBDC0888,DRASTIC: Database Resource for the Analysis of Signal Transduction In Cells,http://www.drastic.org.uk/,"<a href=""http://www.drastic.org.uk/"">access link</a>",FALSE,Yes,NA,NA,2006,2006,11,6,1
MBDC0924,DroSpeGe,http://insects.eugenes.org/DroSpeGe/,"<a href=""http://insects.eugenes.org/DroSpeGe/"">access link</a>",FALSE,Yes,NA,NA,2007,2007,37,1,1
MBDC0932,InSatDb,http://www.cdfd.org.in/insatdb,"<a href=""http://www.cdfd.org.in/insatdb"">access link</a>",FALSE,Yes,NA,NA,2007,2007,35,4,1
MBDC0955,Fungal Genome Size Database,http://www.zbi.ee/fungal-genomesize/,"<a href=""http://www.zbi.ee/fungal-genomesize/"">access link</a>",FALSE,Yes,NA,NA,2007,2007,290,10,1
MBDC0957,Animal Genome Size Database,http://www.genomesize.com,"<a href=""http://www.genomesize.com"">access link</a>",FALSE,Yes,NA,NA,2007,2007,290,10,1
MBDC0961,WormBook,http://www.wormbook.org,"<a href=""http://www.wormbook.org"">access link</a>",TRUE,Yes,NA,NA,2007,2007,89,9,1
MBDC0968,VISTA Enhancer Browser,http://enhancer.lbl.gov,"<a href=""http://enhancer.lbl.gov"">access link</a>",FALSE,Yes,NA,NA,2007,2007,577,4,1
MBDC0970,H-DBAS: Human-transcriptome DataBase for Alternative Splicing,http://h-invitational.jp/h-dbas/,"<a href=""http://h-invitational.jp/h-dbas/"">access link</a>",FALSE,Yes,NA,NA,2007,2010,63,7,2
MBDC0985,ENCODE UCSC Genome Browser,http://www.encodeproject.org,"<a href=""http://www.encodeproject.org"">access link</a>",FALSE,Yes,NA,NA,2007,2013,1111,27,5
MBDC1006,Pristionchus.org,http://www.pristionchus.org,"<a href=""http://www.pristionchus.org"">access link</a>",FALSE,Yes,NA,NA,2007,2007,9,4,1
MBDC1040,NMPDR: National Microbial Pathogen Database Resource,http://www.nmpdr.org,"<a href=""http://www.nmpdr.org"">access link</a>",FALSE,Yes,NA,NA,2007,2007,77,29,1
MBDC1051,ViPR,http://www.ViPRbrc.org,"<a href=""http://www.ViPRbrc.org"">access link</a>",FALSE,Yes,NA,NA,2012,2012,298,15,1
MBDC1063,CTCFBSDB: CTCF-Binding Site Database,http://insulatordb.uthsc.edu/,"<a href=""http://insulatordb.uthsc.edu/"">access link</a>",FALSE,Yes,NA,NA,2008,2013,175,3,2
MBDC1064,Cyclebase,http://www.cyclebase.org,"<a href=""http://www.cyclebase.org"">access link</a>",FALSE,Yes,NA,NA,2008,2015,182,7,3
MBDC1079,GISSD: Group I Intron Sequence and Structure Database,http://www.rna.whu.edu.cn/gissd/,"<a href=""http://www.rna.whu.edu.cn/gissd/"">access link</a>",FALSE,Yes,NA,NA,2008,2008,57,7,1
MBDC1116,GCP: Generation Challenge Programme,http://www.generationcp.org,"<a href=""http://www.generationcp.org"">access link</a>",FALSE,Yes,NA,NA,2008,2008,11,12,1
MBDC1120,PPT-DB: protein Property Prediction and Testing DataBase,http://www.pptdb.ca,"<a href=""http://www.pptdb.ca"">access link</a>",FALSE,Yes,NA,NA,2008,2008,12,9,1
MBDC1125,PubMeth,http://www.pubmeth.org,"<a href=""http://www.pubmeth.org"">access link</a>",TRUE,Yes,NA,NA,2008,2008,131,6,1
MBDC1127,REDDB: RESP ESP charge DDataBase,http://q4md-forcefieldtools.org/REDDB,"<a href=""http://q4md-forcefieldtools.org/REDDB"">access link</a>",FALSE,Yes,NA,NA,2008,2008,75,7,1
MBDC1128,REDfly,http://redfly.ccr.buffalo.edu/,"<a href=""http://redfly.ccr.buffalo.edu/"">access link</a>",FALSE,Yes,NA,NA,2008,2011,198,7,2
MBDC1129,RNA FRABASE,http://rnafrabase.ibch.poznan.pl,"<a href=""http://rnafrabase.ibch.poznan.pl"">access link</a>",FALSE,Yes,NA,NA,2008,2008,53,4,1
MBDC1130,RNAJunction,http://rnajunction.abcc.ncifcrf.gov/,"<a href=""http://rnajunction.abcc.ncifcrf.gov/"">access link</a>",FALSE,Yes,NA,NA,2008,2008,120,5,1
MBDC1172,diArk,http://www.diark.org,"<a href=""http://www.diark.org"">access link</a>",FALSE,Yes,NA,NA,2015,2015,6,4,1
MBDC1183,SILVA,http://www.arb-silva.de,"<a href=""http://www.arb-silva.de"">access link</a>",FALSE,Yes,NA,NA,2013,2014,9259,10,2
MBDC1207,ARDB: Antibiotic Resistance Genes Database,http://ardb.cbcb.umd.edu/,"<a href=""http://ardb.cbcb.umd.edu/"">access link</a>",FALSE,Yes,NA,NA,2009,2009,699,2,1
MBDC1213,CTdatabase: Cancer-Testis Database,http://www.cta.lncc.br/,"<a href=""http://www.cta.lncc.br/"">access link</a>",FALSE,Yes,NA,NA,2009,2009,218,19,1
MBDC1233,HIV-1-Human Interaction database,http://www.ncbi.nlm.nih.gov/genome/viruses/retroviruses/hiv-1/interactions,"<a href=""http://www.ncbi.nlm.nih.gov/genome/viruses/retroviruses/hiv-1/interactions"">access link</a>",FALSE,Yes,NA,NA,2009,2015,245,9,2
MBDC1238,DNAReplication,http://www.dnareplication.net,"<a href=""http://www.dnareplication.net"">access link</a>",FALSE,Yes,NA,NA,2009,2009,10,2,1
MBDC1244,INTERFEROME,http://interferome.its.monash.edu.au/interferome/,"<a href=""http://interferome.its.monash.edu.au/interferome/"">access link</a>",FALSE,Yes,NA,NA,2009,2013,579,8,2
MBDC1262,VarySysDB,http://h-invitational.jp/varygene/,"<a href=""http://h-invitational.jp/varygene/"">access link</a>",FALSE,Yes,NA,NA,2009,2009,13,9,1
MBDC1284,AS-ALPS: Alternative Splicing-induced Alteration of Protein Structure,http://as-alps.nagahama-i-bio.ac.jp,"<a href=""http://as-alps.nagahama-i-bio.ac.jp"">access link</a>",FALSE,Yes,NA,NA,2009,2009,23,5,1
MBDC1290,ISED: Influenza Sequence and Epitope Database,http://influenza.cdc.go.kr,"<a href=""http://influenza.cdc.go.kr"">access link</a>",FALSE,Yes,NA,NA,2009,2009,13,7,1
MBDC1308,DBASS: Database of Aberrant Splice Sites,http://www.dbass.org.uk/,"<a href=""http://www.dbass.org.uk/"">access link</a>",FALSE,Yes,NA,NA,2011,2011,35,4,1
MBDC1311,EMDataBank: Electron Microscopy DataBank,https://www.emdataresource.org/,"<a href=""https://www.emdataresource.org/"">access link</a>",FALSE,Yes,NA,NA,2011,2016,275,22,2
MBDC1318,LocDB,http://www.rostlab.org/services/locDB,"<a href=""http://www.rostlab.org/services/locDB"">access link</a>",FALSE,Yes,NA,NA,2011,2011,33,2,1
MBDC1349,NNDB: Nearest Neighbor Database,http://rna.urmc.rochester.edu/NNDB,"<a href=""http://rna.urmc.rochester.edu/NNDB"">access link</a>",FALSE,Yes,NA,NA,2010,2010,271,2,1
MBDC1358,MicrobesOnline,http://www.microbesonline.org,"<a href=""http://www.microbesonline.org"">access link</a>",FALSE,Yes,NA,NA,2010,2010,306,13,1
MBDC1360,TriTrypDB,http://tritrypdb.org,"<a href=""http://tritrypdb.org"">access link</a>",FALSE,Yes,NA,NA,2010,2010,518,44,1
MBDC1362,SMPDB: Small Molecule Pathway Database,http://www.smpdb.ca,"<a href=""http://www.smpdb.ca"">access link</a>",FALSE,Yes,NA,NA,2010,2014,333,20,2
MBDC1376,SelTarbase: Selective Targets database,http://www.seltarbase.org,"<a href=""http://www.seltarbase.org"">access link</a>",FALSE,Yes,NA,NA,2010,2010,48,6,1
MBDC1383,T3DB: Toxin and Toxin-Target Database,http://www.t3db.ca,"<a href=""http://www.t3db.ca"">access link</a>",FALSE,Yes,NA,NA,2010,2015,199,13,2
MBDC1390,AntigenDB,http://www.imtech.res.in/raghava/antigendb,"<a href=""http://www.imtech.res.in/raghava/antigendb"">access link</a>",FALSE,Yes,NA,NA,2010,2010,46,3,1
MBDC1395,AREsite: AU-Rich Elements,http://rna.tbi.univie.ac.at/AREsite,"<a href=""http://rna.tbi.univie.ac.at/AREsite"">access link</a>",FALSE,Yes,NA,NA,2011,2016,163,5,2
MBDC1412,GlycomeDB,http://www.glycome-db.org,"<a href=""http://www.glycome-db.org"">access link</a>",FALSE,Yes,NA,NA,2011,2011,75,4,1
MBDC1416,IGRhCellID: Integrated Genomic Resources of human Cell lines for Identification,http://igrcid.ibms.sinica.edu.tw,"<a href=""http://igrcid.ibms.sinica.edu.tw"">access link</a>",FALSE,Yes,NA,NA,2011,2011,9,5,1
MBDC1417,IsoBase,http://isobase.csail.mit.edu/,"<a href=""http://isobase.csail.mit.edu/"">access link</a>",FALSE,Yes,NA,NA,2011,2011,74,5,1
MBDC1418,KaPPA-View4,http://kpv.kazusa.or.jp/kpv4/,"<a href=""http://kpv.kazusa.or.jp/kpv4/"">access link</a>",FALSE,Yes,NA,NA,2011,2011,45,20,1
MBDC1436,PRIDB: Protein-RNA Interface DataBase,http://bindr.gdcb.iastate.edu/PRIDB,"<a href=""http://bindr.gdcb.iastate.edu/PRIDB"">access link</a>",FALSE,Yes,NA,NA,2011,2011,87,7,1
MBDC1441,REPAIRtoire,http://repairtoire.genesilico.pl/,"<a href=""http://repairtoire.genesilico.pl/"">access link</a>",TRUE,Yes,NA,NA,2011,2011,39,9,1
MBDC1475,HIstome,http://www.iiserpune.ac.in/~coee/histome/,"<a href=""http://www.iiserpune.ac.in/~coee/histome/"">access link</a>",FALSE,Yes,NA,NA,2012,2012,86,6,1
MBDC1480,ProGlycProt,http://www.proglycprot.org/,"<a href=""http://www.proglycprot.org/"">access link</a>",FALSE,Yes,NA,NA,2012,2012,20,6,1
MBDC1501,PSCDB: Protein Structural Change DataBase,http://idp1.force.cs.is.nagoya-u.ac.jp/pscdb/,"<a href=""http://idp1.force.cs.is.nagoya-u.ac.jp/pscdb/"">access link</a>",FALSE,Yes,NA,NA,2012,2012,33,4,1
MBDC1502,EMBL-EBI MIRIAM: Minimum Information Required in the Annotation of Models Registry,http://www.ebi.ac.uk/miriam,"<a href=""http://www.ebi.ac.uk/miriam"">access link</a>",FALSE,Yes,NA,NA,2012,2012,121,3,1
MBDC1509,FungiDB,http://FungiDB.org,"<a href=""http://FungiDB.org"">access link</a>",FALSE,Yes,NA,NA,2012,2012,187,12,1
MBDC1533,IGDB.NSCLC: Integrated Genomic Database of Non-Small Cell Lung Cancer,http://igdb.nsclc.ibms.sinica.edu.tw,"<a href=""http://igdb.nsclc.ibms.sinica.edu.tw"">access link</a>",FALSE,Yes,NA,NA,2012,2012,21,8,1
MBDC1534,SCDE: Stem Cell Discovery Engine,http://discovery.hsci.harvard.edu,"<a href=""http://discovery.hsci.harvard.edu"">access link</a>",FALSE,Yes,NA,NA,2012,2012,18,18,1
MBDC1545,modMine,http://intermine.modencode.org,"<a href=""http://intermine.modencode.org"">access link</a>",FALSE,Yes,NA,NA,2012,2012,87,20,1
MBDC1566,SNPedia,http://www.SNPedia.com,"<a href=""http://www.SNPedia.com"">access link</a>",FALSE,Yes,NA,NA,2012,2012,119,2,1
MBDC1569,EMBL-EBI DGVa,http://www.ebi.ac.uk/dgva,"<a href=""http://www.ebi.ac.uk/dgva"">access link</a>",FALSE,Yes,NA,NA,2013,2013,113,14,1
MBDC1626,EMBL-EBI Enzyme Portal,http://www.ebi.ac.uk/enzymeportal,"<a href=""http://www.ebi.ac.uk/enzymeportal"">access link</a>",FALSE,Yes,NA,NA,2013,2013,11,21,1
MBDC1630,RNApathwaysDB,http://iimcb.genesilico.pl/rnapathwaysdb,"<a href=""http://iimcb.genesilico.pl/rnapathwaysdb"">access link</a>",FALSE,Yes,NA,NA,2013,2013,7,9,1
MBDC1640,ZInC: Zebrafish Insertion Collection,http://research.nhgri.nih.gov/ZInC/,"<a href=""http://research.nhgri.nih.gov/ZInC/"">access link</a>",FALSE,Yes,NA,NA,2013,2013,24,9,1
MBDC1645,CircaDB,http://github.com/itmat/circadb,"<a href=""http://github.com/itmat/circadb"">access link</a>",FALSE,Yes,NA,NA,2013,2013,156,4,1
MBDC1656,SwissBioisostere,http://www.swissbioisostere.ch,"<a href=""http://www.swissbioisostere.ch"">access link</a>",FALSE,Yes,NA,NA,2013,2013,67,4,1
MBDC1660,RiceFREND: Functionally Related gene Expression Network Database,http://ricefrend.dna.affrc.go.jp/,"<a href=""http://ricefrend.dna.affrc.go.jp/"">access link</a>",FALSE,Yes,NA,NA,2013,2013,75,11,1
MBDC1673,Darned: DAtabase of RNa Editing,http://darned.ucc.ie,"<a href=""http://darned.ucc.ie"">access link</a>",TRUE,Yes,NA,NA,2013,2013,66,4,1
MBDC1674,UORFdb: upstream Open Reading Frame database,https://www.compgen.uni-muenster.de/tools/uorfdb/index.pl?,"<a href=""https://www.compgen.uni-muenster.de/tools/uorfdb/index.pl?"">access link</a>",FALSE,Yes,NA,NA,2014,2014,47,4,1
MBDC1688,RNA Bricks,http://iimcb.genesilico.pl/rnabricks,"<a href=""http://iimcb.genesilico.pl/rnabricks"">access link</a>",FALSE,Yes,NA,NA,2014,2014,43,3,1
MBDC1720,1000 Genomes Selection Browser,http://hsb.upf.edu,"<a href=""http://hsb.upf.edu"">access link</a>",FALSE,Yes,NA,NA,2014,2014,90,9,1
MBDC1724,InvFEST,http://invfestdb.uab.cat,"<a href=""http://invfestdb.uab.cat"">access link</a>",FALSE,Yes,NA,NA,2014,2014,29,8,1
MBDC1728,Progenetix,http://www.progenetix.org,"<a href=""http://www.progenetix.org"">access link</a>",FALSE,Yes,NA,NA,2014,2014,26,6,1
MBDC1744,IC4R: Information Commons for Rice,http://ic4r.org,"<a href=""http://ic4r.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,29,32,1
MBDC1764,GBshape,http://rohslab.cmb.usc.edu/GBshape/,"<a href=""http://rohslab.cmb.usc.edu/GBshape/"">access link</a>",FALSE,Yes,NA,NA,2015,2015,31,8,1
MBDC1778,SASBDB: Small-Angle Scattering Biological Data Bank,http://www.sasbdb.org,"<a href=""http://www.sasbdb.org"">access link</a>",FALSE,Yes,NA,NA,2015,2015,183,5,1
MBDC1783,PyigClassify,http://dunbrack2.fccc.edu/pyigclassify/,"<a href=""http://dunbrack2.fccc.edu/pyigclassify/"">access link</a>",FALSE,Yes,NA,NA,2015,2015,53,5,1
MBDC1788,DEPOD: human DEPhOsphorylation Database,http://www.depod.org,"<a href=""http://www.depod.org"">access link</a>",FALSE,Yes,NA,NA,2015,2015,44,3,1
MBDC1794,i5k Workspace@NAL,http://i5k.nal.usda.gov/,"<a href=""http://i5k.nal.usda.gov/"">access link</a>",FALSE,Yes,NA,NA,2015,2015,89,9,1
MBDC1827,ImmuCo,http://immuco.bjmu.edu.cn,"<a href=""http://immuco.bjmu.edu.cn"">access link</a>",FALSE,Yes,NA,NA,2015,2015,21,7,1
MBDC1836,RBP-var: RNA-Binding Proteins Variants,http://www.rbp-var.biols.ac.cn/,"<a href=""http://www.rbp-var.biols.ac.cn/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,25,7,1
MBDC1848,SORFs.org,http://www.sorfs.org,"<a href=""http://www.sorfs.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,63,6,1
MBDC1853,Metabolomics Workbench,http://www.metabolomicsworkbench.org,"<a href=""http://www.metabolomicsworkbench.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,212,12,1
MBDC1860,MG-RAST,https://www.mg-rast.org/,"<a href=""https://www.mg-rast.org/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,94,12,1
MBDC1866,EK3D: E coli 3D Structure Database,http://www.iith.ac.in/EK3D/,"<a href=""http://www.iith.ac.in/EK3D/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,10,3,1
MBDC1868,PhytoPath,http://www.phytopathdb.org,"<a href=""http://www.phytopathdb.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,23,10,1
MBDC1871,hPSCreg: human Pluripotent Stem Cell registry,http://hpscreg.eu,"<a href=""http://hpscreg.eu"">access link</a>",FALSE,Yes,NA,NA,2016,2016,29,11,1
MBDC1873,Digital Development,http://www.digital-development.org,"<a href=""http://www.digital-development.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,4,6,1
MBDC1876,NHGRI CRISPRz,http://research.nhgri.nih.gov/CRISPRz/,"<a href=""http://research.nhgri.nih.gov/CRISPRz/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,28,13,1
NAR9045,CyanoMutants,http://genome.microbedb.jp/cyanobase/mutants/,"<a href=""http://genome.microbedb.jp/cyanobase/mutants/"">access link</a>",FALSE,Yes,NA,NA,1999,1999,18,4,1
NAR9060,EMBL-EBI E-MSD: Macromolecular Structure Database,http://www.ebi.ac.uk/msd/,"<a href=""http://www.ebi.ac.uk/msd/"">access link</a>",FALSE,Yes,NA,NA,2003,2006,271,28,4
NAR9063,EMBL-EBI IntAct,http://www.ebi.ac.uk/intact,"<a href=""http://www.ebi.ac.uk/intact"">access link</a>",FALSE,Yes,NA,NA,2004,2012,2469,24,4
NAR9080,enviPath,https://envipath.org,"<a href=""https://envipath.org"">access link</a>",FALSE,Yes,NA,NA,2016,2016,45,7,1
NAR9175,MIntAct,http://www.ebi.ac.uk/intact,"<a href=""http://www.ebi.ac.uk/intact"">access link</a>",FALSE,Yes,NA,NA,2014,2014,848,35,1
NAR9190,NCBI Assembly,https://www.ncbi.nlm.nih.gov/data-hub/genome/,"<a href=""https://www.ncbi.nlm.nih.gov/data-hub/genome/"">access link</a>",FALSE,Yes,NA,NA,2016,2016,91,14,1
NAR9192,NCBI dbSNP: database of single nucleotide polymorphisms,https://www.ncbi.nlm.nih.gov/snp/,"<a href=""https://www.ncbi.nlm.nih.gov/snp/"">access link</a>",FALSE,Yes,NA,NA,2000,2001,4437,7,2
NAR9193,NCBI Gene,http://www.ncbi.nlm.nih.gov/gene,"<a href=""http://www.ncbi.nlm.nih.gov/gene"">access link</a>",FALSE,Yes,NA,NA,2015,2015,256,11,1
NAR9223,PhosphoBase,http://phospho.elm.eu.org/,"<a href=""http://phospho.elm.eu.org/"">access link</a>",FALSE,Yes,NA,NA,1998,1999,289,3,2
NAR9241,PseudoBase++,http://pseudobaseplusplus.utep.edu,"<a href=""http://pseudobaseplusplus.utep.edu"">access link</a>",FALSE,Yes,NA,NA,2009,2009,42,7,1
NAR9250,READ: RIKEN Expression Array Database,http://read.gsc.riken.go.jp/,"<a href=""http://read.gsc.riken.go.jp/"">access link</a>",TRUE,Yes,NA,NA,2002,2002,36,4,1
NAR9272,SIB: Swiss Institute of Bioinformatics,http://www.isb-sib.ch,"<a href=""http://www.isb-sib.ch"">access link</a>",FALSE,Yes,NA,NA,2016,2016,26,678,1
MBDC1551,Phytozome,http://www.phytozome.net,"<a href=""http://www.phytozome.net"">access link</a>",FALSE,No,2014,Other error,2012,2012,2209,11,1
MBDC1488,AH-DB: Apo‚ÄìHolo DataBase,http://ahdb.ee.ncku.edu.tw/,"<a href=""http://ahdb.ee.ncku.edu.tw/"">access link</a>",FALSE,No,2018,Other error,2012,2012,10,5,1
MBDC0069,EcoGene,http://ecogene.org,"<a href=""http://ecogene.org"">access link</a>",FALSE,No,2018,Other error,2000,2013,344,2,2
MBDC1608,EENdb: Engineered Endonuclease Database,http://eendb.zfgenetics.org/,"<a href=""http://eendb.zfgenetics.org/"">access link</a>",FALSE,No,2022,Other error,2013,2020,51,18,2
MBDC1045,ATDB: Animal Toxin Database,http://protchem.hunnu.edu.cn/toxin,"<a href=""http://protchem.hunnu.edu.cn/toxin"">access link</a>",FALSE,No,2022,Other error,2008,2008,64,7,1
MBDC1732,PPD: Plasma Proteome Database,http://www.plasmaproteomedatabase.org/,"<a href=""http://www.plasmaproteomedatabase.org/"">access link</a>",FALSE,No,2022,Other error,2014,2014,179,27,1
MBDC0345,TRANSCompel,http://www.gene-regulation.com/pub/databases.html#transcompel,"<a href=""http://www.gene-regulation.com/pub/databases.html#transcompel"">access link</a>",FALSE,No,2019,Other error,2002,2002,33,16,1
MBDC0807,DBD: DNA-binding domain,http://transcriptionfactor.org,"<a href=""http://transcriptionfactor.org"">access link</a>",FALSE,No,2019,Other error,2006,2008,353,4,2
MBDC1219,SchistoDB,http://SchistoDB.net,"<a href=""http://SchistoDB.net"">access link</a>",FALSE,No,2019,related generic research institution site redirect,2009,2013,108,12,2
MBDC1380,PLANdbAffy,http://affymetrix2.bioinf.fbb.msu.ru,"<a href=""http://affymetrix2.bioinf.fbb.msu.ru"">access link</a>",FALSE,No,2019,Other error,2010,2010,22,5,1
MBDC1829,BARCDB: Biobanking Analysis Resource Catalogue,http://www.barcdb.org,"<a href=""http://www.barcdb.org"">access link</a>",FALSE,No,2019,unrelated site redirect,2015,2015,4,6,1
NAR9144,ISbrowser,http://www-genome.biotoul.fr/ISbrowser.php,"<a href=""http://www-genome.biotoul.fr/ISbrowser.php"">access link</a>",FALSE,No,2019,update or maintenance notice,2010,2010,27,4,1
MBDC1497,STAP: Statistical Torsion Angle Potential,http://psb.kobic.re.kr/STAP/refinement,"<a href=""http://psb.kobic.re.kr/STAP/refinement"">access link</a>",FALSE,No,2018,Can't be reached,2012,2012,19,6,1
MBDC0697,L1Base,http://l1base.charite.de,"<a href=""http://l1base.charite.de"">access link</a>",FALSE,Yes,NA,NA,2005,2017,119,7,2
MBDC0705,NONCODE,http://www.noncode.org/,"<a href=""http://www.noncode.org/"">access link</a>",TRUE,Yes,NA,NA,2005,2021,1481,16,7
MBDC0735,NCBI PubChem,https://pubchem.ncbi.nlm.nih.gov,"<a href=""https://pubchem.ncbi.nlm.nih.gov"">access link</a>",FALSE,Yes,NA,NA,2016,2021,2740,14,3
MBDC0792,YEASTRACT+ : YEAst Search for Transcriptional Regulators And Consensus Tracking,http://yeastract-plus.org/,"<a href=""http://yeastract-plus.org/"">access link</a>",TRUE,Yes,NA,NA,2006,2020,911,15,6
MBDC0800,BioGRID: Biological General Repository for Interaction Datasets,http://www.thebiogrid.org,"<a href=""http://www.thebiogrid.org"">access link</a>",FALSE,Yes,NA,NA,2006,2019,5678,22,7
MBDC0867,SIMAP: SImilarity MAtrix of Proteins,http://cube.univie.ac.at/resources/simap,"<a href=""http://cube.univie.ac.at/resources/simap"">access link</a>",FALSE,Yes,NA,NA,2006,2014,110,9,4
MBDC0911,CCDS: Consensus Coding Sequence,https://www.ncbi.nlm.nih.gov/CCDS/CcdsBrowse.cgi,"<a href=""https://www.ncbi.nlm.nih.gov/CCDS/CcdsBrowse.cgi"">access link</a>",FALSE,Yes,NA,NA,2014,2018,234,43,3
MBDC0917,ParameciumDB,https://paramecium.i2bc.paris-saclay.fr,"<a href=""https://paramecium.i2bc.paris-saclay.fr"">access link</a>",FALSE,Yes,NA,NA,2007,2020,166,4,3
MBDC0919,SoyBase,https://soybase.org,"<a href=""https://soybase.org"">access link</a>",FALSE,Yes,NA,NA,2010,2021,296,9,2
MBDC0975,Animal QTLdb: Animal Quantitative Trait Loci Database,https://www.animalgenome.org/QTLdb,"<a href=""https://www.animalgenome.org/QTLdb"">access link</a>",FALSE,Yes,NA,NA,2007,2022,673,4,5
MBDC1000,PATRIC : PathoSystems Resource Integration Center,https://www.patricbrc.org,"<a href=""https://www.patricbrc.org"">access link</a>",TRUE,Yes,NA,NA,2007,2020,1471,43,4
MBDC1014,SUBA,http://suba.live,"<a href=""http://suba.live"">access link</a>",TRUE,Yes,NA,NA,2007,2017,709,6,3
MBDC1020,FINDbase : Frequency of INherited Disorders database,http://www.findbase.org,"<a href=""http://www.findbase.org"">access link</a>",FALSE,Yes,NA,NA,2007,2017,101,16,4
MBDC1046,AtPID: Arabidopsis thaliana Protein Interactome Database,http://www.megabionet.org/atpid/,"<a href=""http://www.megabionet.org/atpid/"">access link</a>",FALSE,Yes,NA,NA,2008,2017,135,11,3
MBDC1108,OrthoDB,https://orthodb.org,"<a href=""https://orthodb.org"">access link</a>",FALSE,Yes,NA,NA,2008,2021,960,9,7
MBDC1174,HmtDB: Human Mitochondrial Databse,https://www.hmtdb.uniba.it/,"<a href=""https://www.hmtdb.uniba.it/"">access link</a>",FALSE,Yes,NA,NA,2012,2017,90,10,2
