db_id,resource_name,current_access,link_HTML,available_2016,unavailable_message_2016,available_update_date_2016,notes_2016,nb_articles_2016,total_citation_2016,total_citation_2021,year_first_publication,year_last_publication
MBDC1081,GreenPhylDB,http://greenphyl.cirad.fr,"<a href=""http://greenphyl.cirad.fr"">access link</a>",no,can't be reached,not_applicable,not_applicable,2,102,149,2008,2011
NAR9112,GRL: Gene Resource Locator,http://grl.gi.k.u-tokyo.ac.jp,"<a href=""http://grl.gi.k.u-tokyo.ac.jp"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,10,10,2002,2002
MBDC0490,GtRNAdb: Genomic tRNA Database,http://gtrnadb.ucsc.edu/,"<a href=""http://gtrnadb.ucsc.edu/"">access link</a>",yes,not_applicable,unknown,not_applicable,2,330,823,2009,2016
MBDC1365,GWIDD: Genome WIde Docking Database,http://gwidd.bioinformatics.ku.edu,"<a href=""http://gwidd.bioinformatics.ku.edu"">access link</a>",yes,not_applicable,unknown,not_applicable,1,26,35,2010,2010
MBDC1715,GWIPS-viz: Genome Wide Information on Protein Synthesis,http://gwips.ucc.ie,"<a href=""http://gwips.ucc.ie"">access link</a>",yes,not_applicable,2016,not_applicable,1,28,120,2014,2014
MBDC1083,GyDB: Gypsy Database,http://gydb.org,"<a href=""http://gydb.org"">access link</a>",yes,not_applicable,unknown,not_applicable,2,97,219,2008,2011
MBDC1072,Evola,http://h-invitational.jp/,"<a href=""http://h-invitational.jp/"">access link</a>",yes,not_applicable,2015,not_applicable,1,25,30,2008,2008
MBDC0970,H-DBAS: Human-transcriptome DataBase for Alternative Splicing,http://h-invitational.jp/h-dbas/,"<a href=""http://h-invitational.jp/h-dbas/"">access link</a>",yes,not_applicable,2011,Naming; H-Invitational ,2,53,63,2007,2010
MBDC1262,VarySysDB,http://h-invitational.jp/varygene/,"<a href=""http://h-invitational.jp/varygene/"">access link</a>",yes,not_applicable,unknown,Other; also hosts H-InvDB … integrative V gene database,1,13,13,2009,2009
MBDC1210,HAMAP: High-quality Automated and Manual Annotation of microbial Proteomes,http://hamap.expasy.org/,"<a href=""http://hamap.expasy.org/"">access link</a>",yes,not_applicable,2016,not_applicable,3,135,229,2009,2015
MBDC1618,HBVdb: Hepatitis B Virus database,http://hbvdb.ibcp.fr,"<a href=""http://hbvdb.ibcp.fr"">access link</a>",yes,not_applicable,2016,not_applicable,1,21,94,2013,2013
NAR9120,HC Forum,http://HCForum.imag.fr,"<a href=""http://HCForum.imag.fr"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,19,19,2001,2001
MBDC0492,hepatitis C sequence database in Los Alamos,http://hcv.lanl.gov,"<a href=""http://hcv.lanl.gov"">access link</a>",yes,not_applicable,unknown,"Service Status; Funding; Please note that the HCV database site is no longer funded by NIH. We try to keep the database updated and the tools running, but we cannot guarantee we can quickly resolve problems.",1,54,66,2008,2008
MBDC0927,TassDB: TAndem Splice Site DataBase,http://helios.informatik.uni-freiburg.de/TassDB/,"<a href=""http://helios.informatik.uni-freiburg.de/TassDB/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,25,26,2007,2007
MBDC0493,Hembase,http://hembase.niddk.nih.gov,"<a href=""http://hembase.niddk.nih.gov"">access link</a>",yes,not_applicable,unknown,not_applicable,1,12,15,2004,2004
MBDC1085,HPD: Heme Protein Database ,http://heme.chem.columbia.edu/heme.php,"<a href=""http://heme.chem.columbia.edu/heme.php"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,57,91,2008,2008
MBDC0495,HERVd: Human Endogenous RetroViruses database,http://herv.img.cas.cz,"<a href=""http://herv.img.cas.cz"">access link</a>",yes,not_applicable,unknown,not_applicable,2,76,100,2002,2004
MBDC1591,HEXEvent: Human EXon splicing EVENTs,http://hexevent.mmg.uci.edu,"<a href=""http://hexevent.mmg.uci.edu"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,14,28,2013,2013
MBDC1503,LANL HFV/Ebola Database,http://hfv.lanl.gov,"<a href=""http://hfv.lanl.gov"">access link</a>",yes,not_applicable,2015,not_applicable,1,5,12,2012,2012
MBDC1862,HGTree,http://hgtree.snu.ac.kr,"<a href=""http://hgtree.snu.ac.kr"">access link</a>",yes,not_applicable,unknown,not_applicable,1,0,20,2016,2016
MBDC1314,HitPredict,http://hintdb.hgc.jp/htp/,"<a href=""http://hintdb.hgc.jp/htp/"">access link</a>",yes,not_applicable,2015,not_applicable,1,44,72,2011,2011
NAR9125,hiPathDB: human-integrated pathway databas,http://hiPathDB.kobic.re.kr,"<a href=""http://hiPathDB.kobic.re.kr"">access link</a>",yes,not_applicable,unknown,not_applicable,1,19,28,2012,2012
MBDC1890,SynLethDB,http://histone.sce.ntu.edu.sg/SynLethDB/,"<a href=""http://histone.sce.ntu.edu.sg/SynLethDB/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,0,51,2016,2016
MBDC0200,Hits,http://hits.isb-sib.ch,"<a href=""http://hits.isb-sib.ch"">access link</a>",yes,not_applicable,2017,not_applicable,1,27,27,2001,2001
MBDC0365,HIVdb: HIV Drug Resistance Database,http://hivdb.stanford.edu,"<a href=""http://hivdb.stanford.edu"">access link</a>",yes,not_applicable,2016,not_applicable,4,655,828,1999,2003
MBDC1596,HOCOMOCO: HOmo sapiens COmprehensive MOdel Collection,http://hocomoco.autosome.ru,"<a href=""http://hocomoco.autosome.ru"">access link</a>",yes,not_applicable,unknown,not_applicable,2,56,254,2013,2016
MBDC0518,KinG,http://hodgkin.mbu.iisc.ernet.in/~king,"<a href=""http://hodgkin.mbu.iisc.ernet.in/~king"">access link</a>",no,not found,not_applicable,not_applicable,1,50,63,2004,2004
MBDC0821,HOLLYWOOD,http://hollywood.mit.edu,"<a href=""http://hollywood.mit.edu"">access link</a>",yes,not_applicable,unknown,Access - Failure Notes; password protected,1,54,57,2006,2006
MBDC0008,Homophila,http://homophila.sdsc.edu,"<a href=""http://homophila.sdsc.edu"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,87,130,2002,2002
MBDC0610,Brassica ASTRA,http://hornbill.cspp.latrobe.edu.au,"<a href=""http://hornbill.cspp.latrobe.edu.au"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,24,37,2005,2005
MBDC1871,hPSCreg: human Pluripotent Stem Cell registry,http://hpscreg.eu,"<a href=""http://hpscreg.eu"">access link</a>",yes,not_applicable,2017,not_applicable,1,1,29,2016,2016
MBDC1720,1000 Genomes Selection Browser,http://hsb.upf.edu,"<a href=""http://hsb.upf.edu"">access link</a>",yes,not_applicable,unknown,not_applicable,1,33,90,2014,2014
MBDC1281,BloodExpress,http://hscl.cimr.cam.ac.uk/bloodexpress,"<a href=""http://hscl.cimr.cam.ac.uk/bloodexpress"">access link</a>",yes,not_applicable,unknown,not_applicable,1,25,28,2009,2009
MBDC1185,HuRef Genome Browser ,http://huref.jcvi.org,"<a href=""http://huref.jcvi.org"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,8,9,2009,2009
MBDC0978,Protein Classification Benchmark Collection,http://hydra.icgeb.trieste.it/benchmark,"<a href=""http://hydra.icgeb.trieste.it/benchmark"">access link</a>",yes,not_applicable,unknown,not_applicable,1,30,37,2007,2007
MBDC1414,HGD: Hymenoptera Genome Database,http://HymenopteraGenome.org,"<a href=""http://HymenopteraGenome.org"">access link</a>",yes,not_applicable,unknown,not_applicable,2,104,182,2011,2016
MBDC1794,i5k Workspace@NAL,http://i5k.nal.usda.gov/,"<a href=""http://i5k.nal.usda.gov/"">access link</a>",yes,not_applicable,2016,not_applicable,1,14,89,2015,2015
MBDC0314,TrSDB: TranScout Database,http://ibb.uab.es/trsdb,"<a href=""http://ibb.uab.es/trsdb"">access link</a>",yes,not_applicable,2004,not_applicable,1,11,13,2004,2004
MBDC1795,iBeetle-Base,http://ibeetle-base.uni-goettingen.de,"<a href=""http://ibeetle-base.uni-goettingen.de"">access link</a>",yes,not_applicable,unknown,not_applicable,1,18,71,2015,2015
MBDC1744,IC4R: Information Commons for Rice,http://ic4r.org,"<a href=""http://ic4r.org"">access link</a>",yes,not_applicable,2015,not_applicable,1,0,29,2016,2016
NAR9062,EMBL-EBI Identifiers.org,http://identifiers.org,"<a href=""http://identifiers.org"">access link</a>",yes,not_applicable,unknown,not_applicable,1,36,121,2012,2012
MBDC1501,PSCDB: Protein Structural Change DataBase,http://idp1.force.cs.is.nagoya-u.ac.jp/pscdb/,"<a href=""http://idp1.force.cs.is.nagoya-u.ac.jp/pscdb/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,17,33,2012,2012
NAR9143,IRESdb: Internal Ribosome Entry Sites database,http://ifr31w3.toulouse.inserm.fr/IRESdatabase/,"<a href=""http://ifr31w3.toulouse.inserm.fr/IRESdatabase/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,67,72,2003,2003
MBDC1533,IGDB.NSCLC: Integrated Genomic Database of Non-Small Cell Lung Cancer,http://igdb.nsclc.ibms.sinica.edu.tw,"<a href=""http://igdb.nsclc.ibms.sinica.edu.tw"">access link</a>",yes,not_applicable,unknown,not_applicable,1,9,21,2012,2012
MBDC1416,IGRhCellID: Integrated Genomic Resources of human Cell lines for Identification,http://igrcid.ibms.sinica.edu.tw,"<a href=""http://igrcid.ibms.sinica.edu.tw"">access link</a>",yes,not_applicable,2010,Other; integrates 7 common authentic tools from public domains and profiles of genomic alterations from our laboratory of common human cell lines to reduce or eradicate long standing concerns of cell misidentification,1,2,9,2011,2011
NAR9168,Metagrowth,http://igs-server.cnrs-mrs.fr/axenic/,"<a href=""http://igs-server.cnrs-mrs.fr/axenic/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,11,12,2005,2005
NAR9093,FusionDB,http://igs-server.cnrs-mrs.fr/FusionDB/,"<a href=""http://igs-server.cnrs-mrs.fr/FusionDB/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,49,54,2004,2004
MBDC1688,RNA Bricks,http://iimcb.genesilico.pl/rnabricks,"<a href=""http://iimcb.genesilico.pl/rnabricks"">access link</a>",yes,not_applicable,2017,not_applicable,1,14,43,2014,2014
MBDC1630,RNApathwaysDB,http://iimcb.genesilico.pl/rnapathwaysdb,"<a href=""http://iimcb.genesilico.pl/rnapathwaysdb"">access link</a>",yes,not_applicable,unknown,not_applicable,1,5,7,2013,2013
MBDC0828,JGI IMG: Integrated Microbial Genomes,http://img.jgi.doe.gov,"<a href=""http://img.jgi.doe.gov"">access link</a>",yes,not_applicable,2017,Other; alt good http://img.jgi.doe.gov/er; http://img.jgi.doe.gov/edu,8,1478,2528,2006,2014
MBDC0503,IMGT/GENE-DB,http://imgt.cines.fr,"<a href=""http://imgt.cines.fr"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,179,279,2005,2005
MBDC0504,IMGT/LIGM-DB,http://imgt.cines.fr,"<a href=""http://imgt.cines.fr"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,131,181,2006,2006
NAR9138,IMGT/GeneInfo,http://imgt.cines.fr/GeneInfo,"<a href=""http://imgt.cines.fr/GeneInfo"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,23,25,2004,2004
MBDC1827,ImmuCo,http://immuco.bjmu.edu.cn,"<a href=""http://immuco.bjmu.edu.cn"">access link</a>",yes,not_applicable,2014,not_applicable,1,8,21,2015,2015
MBDC1470,BDB: Biopanning Data Bank,http://immunet.cn/bdb,"<a href=""http://immunet.cn/bdb"">access link</a>",yes,not_applicable,2016,Naming; Interface; Formerly known as MimoDB… style is exactly PDB,2,45,138,2012,2016
NAR9150,Kabat Database,http://immuno.bme.nwu.edu,"<a href=""http://immuno.bme.nwu.edu"">access link</a>",no,can't be reached,not_applicable,not_applicable,2,149,173,2000,2001
MBDC1495,IndelFR: Insertion/deletion Flanking Region Database,http://indel.bioinfo.sdu.edu.cn,"<a href=""http://indel.bioinfo.sdu.edu.cn"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,9,14,2012,2012
MBDC1290,ISED: Influenza Sequence and Epitope Database,http://influenza.cdc.go.kr,"<a href=""http://influenza.cdc.go.kr"">access link</a>",yes,not_applicable,unknown,not_applicable,1,9,13,2009,2009
MBDC0993,IVDB: Influenza Virus Database,http://influenza.genomics.org.cn,"<a href=""http://influenza.genomics.org.cn"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,35,46,2007,2007
NAR9328,Yale Mutation Databases,http://info.med.yale.edu/mutbase/,"<a href=""http://info.med.yale.edu/mutbase/"">access link</a>",no,related generic reseach institution site redirect,not_applicable,not_applicable,4,16,16,1994,1998
MBDC0690,InParanoid,http://inparanoid.sbc.su.se/,"<a href=""http://inparanoid.sbc.su.se/"">access link</a>",yes,not_applicable,2013,not_applicable,4,972,1435,2005,2015
MBDC0924,DroSpeGe,http://insects.eugenes.org/DroSpeGe/,"<a href=""http://insects.eugenes.org/DroSpeGe/"">access link</a>",yes,not_applicable,2010,not_applicable,1,31,37,2007,2007
MBDC1063,CTCFBSDB: CTCF-Binding Site Database,http://insulatordb.uthsc.edu/,"<a href=""http://insulatordb.uthsc.edu/"">access link</a>",yes,not_applicable,unknown,not_applicable,2,90,175,2008,2013
MBDC0510,InterDom,http://InterDom.lit.org.sg,"<a href=""http://InterDom.lit.org.sg"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,104,125,2003,2003
MBDC1244,INTERFEROME,http://interferome.its.monash.edu.au/interferome/,"<a href=""http://interferome.its.monash.edu.au/interferome/"">access link</a>",yes,not_applicable,unknown,not_applicable,2,218,579,2009,2013
MBDC1545,modMine,http://intermine.modencode.org,"<a href=""http://intermine.modencode.org"">access link</a>",yes,not_applicable,2014,not_applicable,1,43,87,2012,2012
NAR9083,ExInt,http://intron.bic.nus.edu.sg/exint/newexint/exint.html,"<a href=""http://intron.bic.nus.edu.sg/exint/newexint/exint.html"">access link</a>",no,can't be reached,not_applicable,not_applicable,2,59,62,2000,2002
MBDC1724,InvFEST,http://invfestdb.uab.cat,"<a href=""http://invfestdb.uab.cat"">access link</a>",yes,not_applicable,2015,not_applicable,1,13,29,2014,2014
MBDC1604,TOPPR: The Online Protein Processing Resource,http://iomics.ugent.be/toppr/,"<a href=""http://iomics.ugent.be/toppr/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,8,12,2013,2013
MBDC1518,"iPAVS: Integrated Pathway Resources, Analysis and Visualization System",http://ipavs.cidms.org,"<a href=""http://ipavs.cidms.org"">access link</a>",yes,not_applicable,2015,not_applicable,1,10,22,2012,2012
MBDC1684,IPfam,http://ipfam.org,"<a href=""http://ipfam.org"">access link</a>",yes,not_applicable,2013,not_applicable,1,50,114,2014,2014
MBDC1144,UgMicroSatdb: Unigene MicroSatellite database,http://ipu.ac.in/usbt/UgMicroSatdb.htm,"<a href=""http://ipu.ac.in/usbt/UgMicroSatdb.htm"">access link</a>",no,service unavailable,not_applicable,not_applicable,1,11,14,2008,2008
MBDC1417,IsoBase,http://isobase.csail.mit.edu/,"<a href=""http://isobase.csail.mit.edu/"">access link</a>",yes,not_applicable,2014,not_applicable,1,40,74,2011,2011
MBDC1090,ITS2: Internal Transcribed Spacer 2,http://its2.bioapps.biozentrum.uni-wuerzburg.de,"<a href=""http://its2.bioapps.biozentrum.uni-wuerzburg.de"">access link</a>",yes,not_applicable,unknown,not_applicable,2,221,339,2008,2010
MBDC0396,euGenes,http://iubio.bio.indiana.edu/eugenes/,"<a href=""http://iubio.bio.indiana.edu/eugenes/"">access link</a>",yes,not_applicable,2012,not_applicable,1,36,39,2002,2002
NAR9147,IXDB: integrated X chromosome database,http://ixdb.mpimg-berlin-dahlem.mpg.de,"<a href=""http://ixdb.mpimg-berlin-dahlem.mpg.de"">access link</a>",no,can't be reached,not_applicable,not_applicable,2,8,10,1998,1999
MBDC0516,JASPAR,http://jaspar.genereg.net,"<a href=""http://jaspar.genereg.net"">access link</a>",yes,not_applicable,2016,not_applicable,6,2207,3623,2004,2016
MBDC1704,JGI MycoCosm,http://jgi.doe.gov/fungi,"<a href=""http://jgi.doe.gov/fungi"">access link</a>",yes,not_applicable,2017,not_applicable,2,318,913,2012,2014
MBDC1722,DbPSHP: Database of Recent Positive Selection across Human Populations,http://jjwanglab.org/dbpshp,"<a href=""http://jjwanglab.org/dbpshp"">access link</a>",yes,not_applicable,2014,not_applicable,1,14,31,2014,2014
MBDC1542,GWASdb,http://jjwanglab.org/gwasdb,"<a href=""http://jjwanglab.org/gwasdb"">access link</a>",yes,not_applicable,2015,not_applicable,2,80,229,2012,2016
MBDC1195,NRED: Noncoding RNA Expression Database,http://jsm-research.imb.uq.edu.au/NRED,"<a href=""http://jsm-research.imb.uq.edu.au/NRED"">access link</a>",no,not found,not_applicable,not_applicable,1,128,198,2009,2009
MBDC1835,JuncDB,http://juncdb.carmelab.huji.ac.il,"<a href=""http://juncdb.carmelab.huji.ac.il"">access link</a>",yes,not_applicable,unknown,not_applicable,1,1,5,2016,2016
MBDC1260,PSI KB: Protein Structure Initiative Knowledgebase,http://kb.psi-structuralgenomics.org,"<a href=""http://kb.psi-structuralgenomics.org"">access link</a>",yes,not_applicable,2017,not_applicable,2,249,335,2006,2009
MBDC1710,KBDOCK,http://kbdock.loria.fr/,"<a href=""http://kbdock.loria.fr/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,8,14,2014,2014
MBDC1226,KineticDB,http://kineticdb.protres.ru/db/index.pl,"<a href=""http://kineticdb.protres.ru/db/index.pl"">access link</a>",yes,not_applicable,unknown,not_applicable,1,47,53,2009,2009
MBDC1849,KLIFS,http://klifs.vucompmedchem.nl,"<a href=""http://klifs.vucompmedchem.nl"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,3,80,2016,2016
MBDC1774,KnotProt,http://knotprot.cent.uw.edu.pl/,"<a href=""http://knotprot.cent.uw.edu.pl/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,24,111,2015,2015
MBDC0519,KNOTTIN,http://knottin.cbs.cnrs.fr,"<a href=""http://knottin.cbs.cnrs.fr"">access link</a>",yes,not_applicable,2014,not_applicable,2,144,194,2004,2008
MBDC1455,MESAdb: MicroRNA Expression and Sequence Analysis database,http://konulab.fen.bilkent.edu.tr/mirna/,"<a href=""http://konulab.fen.bilkent.edu.tr/mirna/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,15,33,2011,2011
MBDC1418,KaPPA-View4,http://kpv.kazusa.or.jp/kpv4/,"<a href=""http://kpv.kazusa.or.jp/kpv4/"">access link</a>",yes,not_applicable,2013,"Service Status; June 19, 2013 KaPPA-View service is resumed on a temporal web site.",1,30,45,2011,2011
MBDC1597,BSRD: Bacterial Small Regulatory RNA Database,http://kwanlab.bio.cuhk.edu.hk/BSRD,"<a href=""http://kwanlab.bio.cuhk.edu.hk/BSRD"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,25,63,2013,2013
MBDC0697,L1Base,http://l1base.molgen.mpg.de,"<a href=""http://l1base.molgen.mpg.de"">access link</a>",yes,not_applicable,unknown,not_applicable,1,56,81,2005,2005
MBDC1819,Plastid-LCGbase: Lineage-based Conserved Gene-pair Database,http://lcgbase.big.ac.cn/plastid-LCGbase/,"<a href=""http://lcgbase.big.ac.cn/plastid-LCGbase/"">access link</a>",yes,not_applicable,2014,not_applicable,1,2,3,2015,2015
MBDC0834,LEGER,http://leger2.gbf.de/cgi-bin/expLeger.pl,"<a href=""http://leger2.gbf.de/cgi-bin/expLeger.pl"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,13,20,2006,2006
MBDC0080,LIS: Legume Information System,http://legumeinfo.org,"<a href=""http://legumeinfo.org"">access link</a>",yes,not_applicable,2016,not_applicable,2,59,147,2005,2016
NAR9016,ARGH,http://lethargy.swmed.edu/ARGH/argh.asp,"<a href=""http://lethargy.swmed.edu/ARGH/argh.asp"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,9,39,2005,2005
MBDC1374,dbDEPC: Database of Differentially Expressed Proteins in human Cancers,http://lifecenter.sgst.cn/dbdepc/index.do,"<a href=""http://lifecenter.sgst.cn/dbdepc/index.do"">access link</a>",yes,not_applicable,2011,not_applicable,2,19,32,2010,2012
MBDC1413,HIT: Herb Ingredients Targets,http://lifecenter.sgst.cn/hit/,"<a href=""http://lifecenter.sgst.cn/hit/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,55,185,2011,2011
MBDC1194,BodyParts3D,http://lifesciencedb.jp/ag/bp3d/,"<a href=""http://lifesciencedb.jp/ag/bp3d/"">access link</a>",no,not found,not_applicable,not_applicable,1,25,96,2009,2009
MBDC1776,RaftProt,http://lipid-raft-database.di.uq.edu.au/,"<a href=""http://lipid-raft-database.di.uq.edu.au/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,10,29,2015,2015
MBDC1840,DASHR: Database of Small human noncoding RNAs,http://lisanwanglab.org/DASHR,"<a href=""http://lisanwanglab.org/DASHR"">access link</a>",yes,not_applicable,2015,not_applicable,1,0,47,2016,2016
MBDC1768,LncRNAWiki,http://lncrna.big.ac.cn,"<a href=""http://lncrna.big.ac.cn"">access link</a>",yes,not_applicable,2016,not_applicable,1,9,83,2015,2015
MBDC1420,LncRNAdb,http://lncrnadb.org,"<a href=""http://lncrnadb.org"">access link</a>",yes,not_applicable,2015,not_applicable,2,334,769,2011,2015
MBDC0836,LOCATE,http://locate.imb.uq.edu.au/,"<a href=""http://locate.imb.uq.edu.au/"">access link</a>",yes,not_applicable,unknown,not_applicable,2,149,180,2006,2008
MBDC1725,Lynx,http://lynx.ci.uchicago.edu,"<a href=""http://lynx.ci.uchicago.edu"">access link</a>",yes,not_applicable,2015,not_applicable,2,10,28,2014,2016
MBDC1092,M3D: Many Microbe Microarrays Database,http://m3d.bu.edu/,"<a href=""http://m3d.bu.edu/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,131,177,2008,2008
MBDC1224,MachiBase,http://machibase.gi.k.u-tokyo.ac.jp,"<a href=""http://machibase.gi.k.u-tokyo.ac.jp"">access link</a>",yes,not_applicable,unknown,not_applicable,1,17,21,2009,2009
MBDC0874,TIGR Maize Database,http://maize.tigr.org,"<a href=""http://maize.tigr.org"">access link</a>",yes,not_applicable,2007,not_applicable,1,23,24,2006,2006
NAR9308,UET: Universal Evolutionary Trace,http://mammoth.bcm.tmc.edu/uet/,"<a href=""http://mammoth.bcm.tmc.edu/uet/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,1,14,2016,2016
MBDC0952,MamPol,http://mampol.uab.es/,"<a href=""http://mampol.uab.es/"">access link</a>",yes,not_applicable,unknown,not_applicable,1,3,5,2007,2007
MBDC1712,Manteia,http://manteia.igbmc.fr,"<a href=""http://manteia.igbmc.fr"">access link</a>",yes,not_applicable,2016,not_applicable,1,11,18,2014,2014
NAR9227,PlantMarkers,http://markers.btk.fi,"<a href=""http://markers.btk.fi"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,35,37,2005,2005
NAR9160,Matador,http://matador.embl.de,"<a href=""http://matador.embl.de"">access link</a>",yes,not_applicable,unknown,not_applicable,1,91,373,2008,2008
MBDC1319,MatrixDB,http://matrixdb.ibcp.fr,"<a href=""http://matrixdb.ibcp.fr"">access link</a>",yes,not_applicable,unknown,not_applicable,2,73,163,2011,2015
NAR9277,Small RNA database (Reddy),http://mbcr.bcm.tmc.edu/smallRNA/smallrna.html,"<a href=""http://mbcr.bcm.tmc.edu/smallRNA/smallrna.html"">access link</a>",no,can't be reached,not_applicable,not_applicable,7,56,61,1991,1998
MBDC0528,MBGD: MicroBial Genome Database for comparative analysis,http://mbgd.genome.ad.jp/,"<a href=""http://mbgd.genome.ad.jp/"">access link</a>",yes,not_applicable,2015,not_applicable,5,215,292,2003,2015
MBDC0032,EID: Exon-Intron Database,http://mcb.harvard.edu/gilbert/EID,"<a href=""http://mcb.harvard.edu/gilbert/EID"">access link</a>",no,forbidden,not_applicable,Disambiguation; different from ChEBI; Different from ExInt,1,110,116,2000,2000
MBDC1648,SpermatogenesisOnline,http://mcg.ustc.edu.cn/sdap1/spermgenes/,"<a href=""http://mcg.ustc.edu.cn/sdap1/spermgenes/"">access link</a>",no,not found,not_applicable,not_applicable,1,6,17,2013,2013
MBDC1396,ASD: AlloSteric Database,http://mdl.shsmu.edu.cn/ASD,"<a href=""http://mdl.shsmu.edu.cn/ASD"">access link</a>",yes,not_applicable,unknown,not_applicable,3,105,262,2011,2016
MBDC1123,ProTISA: Prokaryotic Translation Initiation Site,http://mech.ctb.pku.edu.cn/protisa,"<a href=""http://mech.ctb.pku.edu.cn/protisa"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,19,21,2008,2008
MBDC1146,UTGB/medaka: University of Tokyo Genome Browser Medaka,http://medaka.utgenome.org/,"<a href=""http://medaka.utgenome.org/"">access link</a>",no,blank page,not_applicable,not_applicable,1,23,26,2008,2008
MBDC0754,Small Subunit rRNA Modification Database,http://medlib.med.utah.edu/SSUmods,"<a href=""http://medlib.med.utah.edu/SSUmods"">access link</a>",no,can't be reached,not_applicable,DB Content; likely a subset of 418,1,46,52,2005,2005
NAR9004,AcroMed,http://medstract.med.tufts.edu/acro1.1/index.htm,"<a href=""http://medstract.med.tufts.edu/acro1.1/index.htm"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,9,39,2005,2005
MBDC0563,PlantProm,http://mendel.cs.rhul.ac.uk/ ,"<a href=""http://mendel.cs.rhul.ac.uk/ "">access link</a>",no,can't be reached,not_applicable,not_applicable,1,122,180,2003,2003
NAR9132,Human PAML Browser: Phylogenetic Analysis by Maximum Likelihood,http://mendel.gene.cwru.edu/adamslab/pbrowser.py,"<a href=""http://mendel.gene.cwru.edu/adamslab/pbrowser.py"">access link</a>",no,not found,not_applicable,not_applicable,1,17,21,2008,2008
MBDC0339,MEPD: Medaka Expression Pattern Database,http://mepd.cos.uni-heidelberg.de/,"<a href=""http://mepd.cos.uni-heidelberg.de/"">access link</a>",yes,not_applicable,unknown,not_applicable,2,19,25,2003,2016
NAR9163,MERAV: Metabolic gEne RApid Visualizer,http://merav.wi.mit.edu,"<a href=""http://merav.wi.mit.edu"">access link</a>",yes,not_applicable,unknown,not_applicable,1,0,63,2016,2016
NAR9164,MeRNA: Metals in RNA,http://merna.lbl.gov,"<a href=""http://merna.lbl.gov"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,37,47,2006,2006
MBDC0177,MEROPS,http://merops.sanger.ac.UK,"<a href=""http://merops.sanger.ac.UK"">access link</a>",yes,not_applicable,2017,not_applicable,10,2774,4059,1999,2016
MBDC1620,MetaMicrobesOnline,http://meta.MicrobesOnline.org,"<a href=""http://meta.MicrobesOnline.org"">access link</a>",yes,not_applicable,2010,not_applicable,1,5,12,2013,2013
MBDC1095,MetaCrop,http://metacrop.ipk-gatersleben.de,"<a href=""http://metacrop.ipk-gatersleben.de"">access link</a>",yes,not_applicable,unknown,not_applicable,2,50,73,2008,2012
MBDC1560,MetaBase,http://MetaDatabase.Org,"<a href=""http://MetaDatabase.Org"">access link</a>",no,service unavailable,not_applicable,not_applicable,1,14,28,2012,2012
NAR9166,MetaFam,http://metafam.ahc.umn.edu/,"<a href=""http://metafam.ahc.umn.edu/"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,7,8,2001,2001
MBDC1860,MG-RAST,http://metagenomics.anl.gov,"<a href=""http://metagenomics.anl.gov"">access link</a>",yes,not_applicable,2016,Interface; nice interface,1,4,94,2016,2016
NAR9162,MDB: Metalloprotein Database,http://metallo.scripps.edu,"<a href=""http://metallo.scripps.edu"">access link</a>",no,can't be reached,not_applicable,not_applicable,1,146,182,2002,2002
MBDC1575,MetalPDB,http://metalweb.cerm.unifi.it,"<a href=""http://metalweb.cerm.unifi.it"">access link</a>",yes,not_applicable,unknown,not_applicable,1,24,77,2013,2013
